STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-09,17.5,,16.7,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-10,2,,15.6,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-11,0,,15.6,8.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-12,0,,17.8,8.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-13,0,,17.2,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-14,0,,19.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-15,0,,18.3,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-16,9.1,,17.2,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-17,26.7,,14.4,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-18,3,,12.8,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-19,3.3,,13.3,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-20,46.5,,15,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-21,11.4,,15.6,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-22,0,,12.2,7.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-23,0,,11.1,6.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-24,0.3,,12.2,5
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-25,0.5,,13.3,6.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-26,4.3,,13.3,6.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-27,1.3,,12.8,6.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-02-28,0,,13.9,6.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-01,0,,16.7,6.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-02,0,,18.3,7.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-03,0,,16.7,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-04,26.7,,15.6,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-05,7.4,,10.6,6.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-06,9.9,,12.8,5.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-07,0,,14.4,7.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-08,0,,17.2,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-09,0,,20,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-10,0,,21.1,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-11,0,,18.3,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-12,0,,22.8,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-13,0,,24.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-14,0,,24.4,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-15,0,,15,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-16,0,,17.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-17,0,,24.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-18,0,,17.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-19,0,,17.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-20,21.8,,16.1,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-21,15.5,,17.8,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-22,2.3,,15,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-23,0,,15,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-24,14.7,,14.4,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-25,0,,15.6,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-26,1.5,,16.1,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-27,0,,15,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-28,0,,19.4,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-29,0,,18.9,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-30,0,,16.1,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-03-31,0,,21.7,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-01,0,,23.9,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-02,0,,22.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-03,0,,18.9,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-04,0,,18.9,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-05,0,,22.8,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-06,23.4,,17.2,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-07,4.6,,17.2,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-08,3,,12.2,7.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-09,0,,15,7.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-10,0,,17.2,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-11,4.1,,17.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-12,3.8,,18.9,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-13,1,,13.9,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-14,0,,15,8.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-15,0,,18.9,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-16,5.1,,14.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-17,6.9,,16.7,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-18,0.8,,17.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-19,3.6,,18.9,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-20,0.3,,17.2,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-21,0,,22.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-22,0,,16.7,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-23,0,,15.6,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-24,0,,15.6,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-25,0,,16.1,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-26,0.8,,15.6,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-27,0,,17.8,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-28,0,,19.4,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-29,0,,23.9,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-04-30,0,,22.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-01,0,,27.2,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-02,0,,28.3,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-03,0,,27.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-04,0,,15,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-05,0,,15.6,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-06,0,,16.1,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-07,0,,18.3,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-08,0,,18.3,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-09,0,,19.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-10,0,,15.6,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-11,0,,17.2,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-12,0,,15.6,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-13,0,,15.6,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-14,0,,16.1,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-15,0,,16.1,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-16,0,,15,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-17,0,,17.8,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-18,0,,21.7,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-19,0,,23.9,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-20,0,,25,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-21,0,,20.6,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-22,0,,17.2,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-23,0,,16.7,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-24,0,,16.1,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-25,0,,16.7,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-26,0,,16.7,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-27,0,,16.7,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-28,0,,16.1,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-29,0,,14.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-30,0,,14.4,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-05-31,0,,17.8,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-01,0,,18.3,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-02,0,,20,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-03,0,,17.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-04,0,,17.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-05,0,,20.6,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-06,0,,16.1,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-07,0,,16.7,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-08,2.5,,16.7,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-09,0,,17.2,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-10,0,,17.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-11,0,,15.6,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-12,0,,18.3,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-13,0,,18.9,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-14,0,,22.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-15,0,,21.1,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-16,0,,22.2,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-17,0,,25,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-18,0,,31.1,16.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-19,0,,25,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-20,0,,21.7,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-21,0,,21.7,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-22,0,,22.2,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-23,0,,18.9,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-24,0,,17.8,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-25,0,,17.8,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-26,0,,22.8,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-27,0,,17.2,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-28,0,,16.1,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-29,0,,17.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-06-30,0,,17.2,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-01,0,,18.3,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-02,0,,17.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-03,0,,17.8,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-04,0,,17.8,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-05,0,,17.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-06,0,,19.4,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-07,0,,22.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-08,0,,24.4,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-09,0,,19.4,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-10,0,,18.9,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-11,0,,18.3,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-12,0,,18.3,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-13,0,,18.3,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-14,0,,18.9,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-15,0,,23.9,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-16,0,,25.6,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-17,0,,20,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-18,0,,17.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-19,0,,20,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-20,0,,18.3,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-21,0,,20,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-22,0,,25,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-23,0,,18.9,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-24,0,,20,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-25,0,,20.6,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-26,0,,18.9,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-27,0,,19.4,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-28,0,,17.2,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-29,0,,16.7,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-30,0,,19.4,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-07-31,0,,17.2,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-01,0,,19.4,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-02,0,,23.3,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-03,0,,24.4,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-04,0,,21.7,16.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-05,0,,19.4,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-06,0.3,,18.3,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-07,0,,18.9,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-08,0,,17.8,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-09,0,,16.7,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-10,0,,19.4,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-11,0,,19.4,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-12,0,,17.2,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-13,0,,18.9,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-14,0,,16.7,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-15,0,,16.7,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-16,0,,20,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-17,0,,19.4,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-18,0,,20,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-19,0,,18.9,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-20,0,,21.1,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-21,0,,21.1,16.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-22,0,,19.4,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-23,0,,17.8,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-24,0,,17.8,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-25,0,,17.8,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-26,0,,23.3,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-27,0,,21.7,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-28,0,,20,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-29,0,,17.2,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-30,0,,18.3,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-08-31,0,,30,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-01,0,,41.1,20.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-02,0,,38.9,23.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-03,0,,28.9,18.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-04,0,,26.1,17.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-05,0,,25,17.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-06,0,,22.8,16.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-07,0,,21.7,16.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-08,0,,20,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-09,0,,22.2,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-10,0,,31.7,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-11,2.5,,31.7,17.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-12,0,,26.1,17.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-13,0,,18.9,16.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-14,0,,18.9,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-15,0,,21.1,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-16,0,,20,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-17,0,,20.6,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-18,0,,19.4,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-19,0,,21.7,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-20,0,,20,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-21,0,,17.8,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-22,0,,20,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-23,0,,23.3,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-24,0,,26.7,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-25,0,,27.2,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-26,0,,30.6,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-27,0,,29.4,17.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-28,0,,22.2,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-29,0,,16.7,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-09-30,0,,20.6,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-01,0,,20.6,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-02,0,,21.1,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-03,0,,19.4,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-04,0,,22.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-05,0,,23.3,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-06,0,,28.3,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-07,0,,22.8,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-08,0,,23.9,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-09,0,,26.1,16.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-10,0,,22.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-11,0,,18.9,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-12,0,,18.9,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-13,0,,21.7,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-14,0,,25,12.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-15,0,,26.7,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-16,0,,27.8,15.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-17,0,,23.9,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-18,0,,15.6,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-19,7.4,,17.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-20,0.5,,16.1,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-21,0,,18.3,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-22,0,,21.7,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-23,0,,27.8,15
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-24,0,,31.7,18.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-25,0,,30,17.8
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-26,0,,29.4,17.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-27,0,,28.3,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-28,0,,17.8,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-29,0,,15,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-30,0,,15,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-10-31,0,,18.9,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-01,0,,19.4,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-02,0,,18.9,10.6
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-03,0.8,,18.3,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-04,2,,15.6,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-05,0,,13.9,9.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-06,0,,16.1,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-07,0,,18.3,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-08,4.6,,17.8,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-09,0.5,,19.4,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-10,5.6,,17.2,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-11,0,,16.7,12.2
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-12,0,,17.2,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-13,2.3,,20,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-14,0,,17.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-15,5.6,,17.2,11.7
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-16,37.6,,16.1,11.1
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-17,0,,15.6,10
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-18,0,,15.6,8.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-19,0,,16.7,8.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-20,0,,17.8,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-21,0,,20.6,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-22,0,,21.1,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-23,0,,19.4,14.4
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-24,0,,21.1,13.3
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-25,0,,20.6,13.9
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2017-11-26,5.6,,19.4,12.2
